Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,CCDS ID
ENSG00000105948,ENSG00000105948.13,ENST00000430935,ENST00000430935.5,CCDS55172
ENSG00000171428,ENSG00000171428.15,ENST00000545197,ENST00000545197.3,CCDS55205
ENSG00000104299,ENSG00000104299.15,ENST00000521777,ENST00000521777.5,CCDS55215
ENSG00000104299,ENSG00000104299.15,ENST00000416984,ENST00000416984.6,CCDS55216
ENSG00000170791,ENSG00000170791.18,ENST00000518801,ENST00000518801.5,CCDS55232
ENSG00000170791,ENSG00000170791.18,ENST00000521524,ENST00000521524.5,CCDS55232
ENSG00000170791,ENSG00000170791.18,ENST00000521831,ENST00000521831.5,CCDS55233
ENSG00000170791,ENSG00000170791.18,ENST00000519367,ENST00000519367.1,CCDS55233
ENSG00000198363,ENSG00000198363.18,ENST00000379449,ENST00000379449.10,CCDS55238
ENSG00000104231,ENSG00000104231.11,ENST00000523096,ENST00000523096.5,CCDS55251
ENSG00000176406,ENSG00000176406.23,ENST00000504942,ENST00000504942.6,CCDS55269
ENSG00000169919,ENSG00000169919.17,ENST00000304895,ENST00000304895.9,CCDS5530
ENSG00000120160,ENSG00000120160.11,ENST00000537675,ENST00000537675.5,CCDS55300
ENSG00000099139,ENSG00000099139.14,ENST00000545128,ENST00000545128.5,CCDS55320
ENSG00000198223,ENSG00000198223.17,ENST00000417535,ENST00000417535.7,CCDS55359
ENSG00000198223,ENSG00000198223.17,ENST00000501036,ENST00000501036.7,CCDS55361
ENSG00000177324,ENSG00000177324.14,ENST00000380030,ENST00000380030.4,CCDS55375
ENSG00000147144,ENSG00000147144.13,ENST00000536628,ENST00000536628.3,CCDS55413
ENSG00000102309,ENSG00000102309.15,ENST00000423432,ENST00000423432.6,CCDS55447
ENSG00000147099,ENSG00000147099.21,ENST00000373556,ENST00000373556.8,CCDS55452
ENSG00000188917,ENSG00000188917.15,ENST00000372939,ENST00000372939.5,CCDS55464
ENSG00000130830,ENSG00000130830.15,ENST00000413259,ENST00000413259.7,CCDS55544
ENSG00000130830,ENSG00000130830.15,ENST00000393531,ENST00000393531.5,CCDS55545
ENSG00000168710,ENSG00000168710.18,ENST00000359172,ENST00000359172.3,CCDS55620
ENSG00000168710,ENSG00000168710.18,ENST00000393614,ENST00000393614.8,CCDS55620
ENSG00000163131,ENSG00000163131.12,ENST00000680288,ENST00000680288.1,CCDS55634
ENSG00000006704,ENSG00000006704.11,ENST00000265755,ENST00000265755.7,CCDS5571
ENSG00000107745,ENSG00000107745.19,ENST00000418483,ENST00000418483.6,CCDS55714
ENSG00000107745,ENSG00000107745.19,ENST00000361114,ENST00000361114.10,CCDS55715
ENSG00000188211,ENSG00000188211.9,ENST00000338965,ENST00000338965.9,CCDS55748
ENSG00000188211,ENSG00000188211.9,ENST00000530403,ENST00000530403.1,CCDS55748
ENSG00000177119,ENSG00000177119.17,ENST00000423947,ENST00000423947.7,CCDS55819
ENSG00000166908,ENSG00000166908.18,ENST00000550465,ENST00000550465.5,CCDS55839
ENSG00000198707,ENSG00000198707.17,ENST00000552810,ENST00000552810.6,CCDS55858
ENSG00000120868,ENSG00000120868.14,ENST00000550527,ENST00000550527.5,CCDS55862
ENSG00000120868,ENSG00000120868.14,ENST00000359972,ENST00000359972.6,CCDS55863
ENSG00000189046,ENSG00000189046.11,ENST00000440112,ENST00000440112.2,CCDS55883
ENSG00000189046,ENSG00000189046.11,ENST00000619381,ENST00000619381.4,CCDS55883
ENSG00000258643,ENSG00000258643.6,ENST00000553781,ENST00000553781.5,CCDS55906
ENSG00000258643,ENSG00000258643.6,ENST00000557008,ENST00000557008.2,CCDS55906
ENSG00000119599,ENSG00000119599.17,ENST00000555042,ENST00000555042.5,CCDS55926
ENSG00000140945,ENSG00000140945.17,ENST00000431540,ENST00000431540.7,CCDS56010
ENSG00000101746,ENSG00000101746.16,ENST00000535384,ENST00000535384.5,CCDS56058
ENSG00000101746,ENSG00000101746.16,ENST00000538587,ENST00000538587.5,CCDS56059
ENSG00000028277,ENSG00000028277.21,ENST00000526816,ENST00000526816.6,CCDS56095
ENSG00000006634,ENSG00000006634.8,ENST00000265728,ENST00000265728.6,CCDS5611
ENSG00000101084,ENSG00000101084.18,ENST00000373852,ENST00000373852.9,CCDS56190
ENSG00000154639,ENSG00000154639.19,ENST00000400169,ENST00000400169.1,CCDS56204
ENSG00000113494,ENSG00000113494.17,ENST00000511486,ENST00000511486.5,CCDS56358
ENSG00000113494,ENSG00000113494.17,ENST00000620785,ENST00000620785.4,CCDS56358
ENSG00000005421,ENSG00000005421.9,ENST00000222381,ENST00000222381.8,CCDS5638
ENSG00000164398,ENSG00000164398.15,ENST00000379244,ENST00000379244.5,CCDS56381
ENSG00000164398,ENSG00000164398.15,ENST00000379255,ENST00000379255.5,CCDS56382
ENSG00000164398,ENSG00000164398.15,ENST00000357096,ENST00000357096.5,CCDS56382
ENSG00000164398,ENSG00000164398.15,ENST00000379246,ENST00000379246.5,CCDS56383
ENSG00000112763,ENSG00000112763.17,ENST00000469185,ENST00000469185.5,CCDS56404
ENSG00000166278,ENSG00000166278.15,ENST00000452323,ENST00000452323.6,CCDS56416
ENSG00000080546,ENSG00000080546.13,ENST00000302071,ENST00000302071.6,CCDS56444
ENSG00000080546,ENSG00000080546.13,ENST00000356644,ENST00000356644.7,CCDS56445
ENSG00000205858,ENSG00000205858.10,ENST00000401542,ENST00000401542.3,CCDS56464
ENSG00000006704,ENSG00000006704.11,ENST00000455841,ENST00000455841.6,CCDS56492
ENSG00000147853,ENSG00000147853.17,ENST00000359883,ENST00000359883.6,CCDS56561
ENSG00000147853,ENSG00000147853.17,ENST00000611749,ENST00000611749.4,CCDS56561
ENSG00000147853,ENSG00000147853.17,ENST00000447596,ENST00000447596.4,CCDS56562
ENSG00000166448,ENSG00000166448.15,ENST00000339375,ENST00000339375.9,CCDS5658
ENSG00000181704,ENSG00000181704.12,ENST00000374622,ENST00000374622.3,CCDS56604
ENSG00000021461,ENSG00000021461.17,ENST00000222382,ENST00000222382.5,CCDS5675
ENSG00000021461,ENSG00000021461.17,ENST00000354829,ENST00000354829.7,CCDS5676
ENSG00000161057,ENSG00000161057.13,ENST00000678493,ENST00000678493.1,CCDS5731
ENSG00000161057,ENSG00000161057.13,ENST00000679205,ENST00000679205.1,CCDS5731
ENSG00000161057,ENSG00000161057.13,ENST00000679341,ENST00000679341.1,CCDS5731
ENSG00000161057,ENSG00000161057.13,ENST00000435765,ENST00000435765.5,CCDS5731
ENSG00000161057,ENSG00000161057.13,ENST00000292644,ENST00000292644.5,CCDS5731
ENSG00000105879,ENSG00000105879.12,ENST00000440859,ENST00000440859.8,CCDS5747
ENSG00000173114,ENSG00000173114.13,ENST00000308478,ENST00000308478.10,CCDS5754
ENSG00000173114,ENSG00000173114.13,ENST00000422987,ENST00000422987.3,CCDS5754
ENSG00000173114,ENSG00000173114.13,ENST00000451085,ENST00000451085.5,CCDS5754
ENSG00000164604,ENSG00000164604.14,ENST00000610164,ENST00000610164.1,CCDS5758
ENSG00000164604,ENSG00000164604.14,ENST00000297146,ENST00000297146.7,CCDS5758
ENSG00000164604,ENSG00000164604.14,ENST00000424100,ENST00000424100.2,CCDS5758
ENSG00000164604,ENSG00000164604.14,ENST00000449591,ENST00000449591.2,CCDS5758
ENSG00000134258,ENSG00000134258.17,ENST00000539893,ENST00000539893.5,CCDS58019
ENSG00000134258,ENSG00000134258.17,ENST00000328189,ENST00000328189.7,CCDS58020
ENSG00000057252,ENSG00000057252.13,ENST00000540564,ENST00000540564.5,CCDS58047
ENSG00000057252,ENSG00000057252.13,ENST00000539888,ENST00000539888.5,CCDS58048
ENSG00000095794,ENSG00000095794.19,ENST00000395887,ENST00000395887.7,CCDS58074
ENSG00000095794,ENSG00000095794.19,ENST00000463314,ENST00000463314.5,CCDS58075
ENSG00000095794,ENSG00000095794.19,ENST00000468236,ENST00000468236.5,CCDS58076
ENSG00000187164,ENSG00000187164.20,ENST00000392901,ENST00000392901.10,CCDS58097
ENSG00000005801,ENSG00000005801.18,ENST00000438262,ENST00000438262.6,CCDS58111
ENSG00000005801,ENSG00000005801.18,ENST00000528218,ENST00000528218.5,CCDS58111
ENSG00000005801,ENSG00000005801.18,ENST00000618467,ENST00000618467.4,CCDS58111
ENSG00000158467,ENSG00000158467.16,ENST00000325006,ENST00000325006.7,CCDS5812
ENSG00000166037,ENSG00000166037.11,ENST00000325486,ENST00000325486.9,CCDS58166
ENSG00000166037,ENSG00000166037.11,ENST00000541150,ENST00000541150.5,CCDS58167
ENSG00000110881,ENSG00000110881.12,ENST00000552438,ENST00000552438.5,CCDS58228
ENSG00000050438,ENSG00000050438.17,ENST00000514353,ENST00000514353.7,CCDS58232
ENSG00000139734,ENSG00000139734.19,ENST00000400319,ENST00000400319.5,CCDS58294
ENSG00000139734,ENSG00000139734.19,ENST00000400320,ENST00000400320.5,CCDS58295
ENSG00000139734,ENSG00000139734.19,ENST00000377908,ENST00000377908.6,CCDS58296
ENSG00000198690,ENSG00000198690.10,ENST00000561594,ENST00000561594.5,CCDS58344
ENSG00000198690,ENSG00000198690.10,ENST00000658773,ENST00000658773.1,CCDS58344
ENSG00000198690,ENSG00000198690.10,ENST00000561607,ENST00000561607.6,CCDS58344
ENSG00000198690,ENSG00000198690.10,ENST00000565466,ENST00000565466.5,CCDS58344
ENSG00000198826,ENSG00000198826.11,ENST00000567348,ENST00000567348.5,CCDS58349
ENSG00000185716,ENSG00000185716.12,ENST00000542527,ENST00000542527.7,CCDS58431
ENSG00000070915,ENSG00000070915.10,ENST00000563236,ENST00000563236.6,CCDS58464
ENSG00000154914,ENSG00000154914.17,ENST00000570475,ENST00000570475.5,CCDS58516
ENSG00000175832,ENSG00000175832.13,ENST00000545954,ENST00000545954.5,CCDS58553
ENSG00000175832,ENSG00000175832.13,ENST00000538265,ENST00000538265.5,CCDS58553
ENSG00000011566,ENSG00000011566.15,ENST00000341681,ENST00000341681.9,CCDS58707
ENSG00000095002,ENSG00000095002.15,ENST00000543555,ENST00000543555.6,CCDS58709
ENSG00000168883,ENSG00000168883.20,ENST00000409766,ENST00000409766.7,CCDS58717
ENSG00000244687,ENSG00000244687.12,ENST00000371657,ENST00000371657.9,CCDS58775
ENSG00000157554,ENSG00000157554.19,ENST00000398897,ENST00000398897.5,CCDS58789
ENSG00000173230,ENSG00000173230.15,ENST00000393667,ENST00000393667.7,CCDS58847
ENSG00000249693,ENSG00000249693.3,ENST00000512175,ENST00000512175.3,CCDS58899
ENSG00000214944,ENSG00000214944.10,ENST00000296799,ENST00000296799.8,CCDS58957
ENSG00000164220,ENSG00000164220.7,ENST00000504899,ENST00000504899.1,CCDS58959
ENSG00000064651,ENSG00000064651.14,ENST00000343225,ENST00000343225.4,CCDS58965
ENSG00000186367,ENSG00000186367.7,ENST00000564719,ENST00000564719.2,CCDS58966
ENSG00000124493,ENSG00000124493.14,ENST00000609222,ENST00000609222.5,CCDS59010
ENSG00000124493,ENSG00000124493.14,ENST00000535756,ENST00000535756.5,CCDS59010
ENSG00000124493,ENSG00000124493.14,ENST00000544773,ENST00000544773.6,CCDS59011
ENSG00000124493,ENSG00000124493.14,ENST00000374177,ENST00000374177.7,CCDS59012
ENSG00000196329,ENSG00000196329.12,ENST00000498181,ENST00000498181.6,CCDS5907
ENSG00000196329,ENSG00000196329.12,ENST00000358647,ENST00000358647.5,CCDS5907
ENSG00000168333,ENSG00000168333.14,ENST00000517663,ENST00000517663.5,CCDS59102
ENSG00000168333,ENSG00000168333.14,ENST00000522267,ENST00000522267.6,CCDS59102
ENSG00000160886,ENSG00000160886.13,ENST00000519387,ENST00000519387.1,CCDS59114
ENSG00000162946,ENSG00000162946.23,ENST00000602700,ENST00000602700.5,CCDS59206
ENSG00000162946,ENSG00000162946.23,ENST00000602822,ENST00000602822.5,CCDS59206
ENSG00000162946,ENSG00000162946.23,ENST00000602713,ENST00000602713.5,CCDS59206
ENSG00000175832,ENSG00000175832.13,ENST00000586826,ENST00000586826.1,CCDS59292
ENSG00000108883,ENSG00000108883.13,ENST00000592576,ENST00000592576.5,CCDS59295
ENSG00000101746,ENSG00000101746.16,ENST00000589544,ENST00000589544.5,CCDS59308
ENSG00000011600,ENSG00000011600.12,ENST00000424586,ENST00000424586.7,CCDS59378
ENSG00000104814,ENSG00000104814.13,ENST00000591517,ENST00000591517.5,CCDS59385
ENSG00000003402,ENSG00000003402.20,ENST00000479953,ENST00000479953.6,CCDS59436
ENSG00000164871,ENSG00000164871.18,ENST00000317900,ENST00000317900.7,CCDS5967
ENSG00000171428,ENSG00000171428.15,ENST00000307719,ENST00000307719.9,CCDS6007
ENSG00000171428,ENSG00000171428.15,ENST00000518029,ENST00000518029.5,CCDS6007
ENSG00000171428,ENSG00000171428.15,ENST00000517492,ENST00000517492.5,CCDS6007
ENSG00000171428,ENSG00000171428.15,ENST00000520546,ENST00000520546.1,CCDS6007
ENSG00000156006,ENSG00000156006.5,ENST00000286479,ENST00000286479.4,CCDS6008
ENSG00000168453,ENSG00000168453.16,ENST00000381418,ENST00000381418.9,CCDS6022
ENSG00000168453,ENSG00000168453.16,ENST00000680789,ENST00000680789.1,CCDS6022
ENSG00000168453,ENSG00000168453.16,ENST00000312841,ENST00000312841.9,CCDS6023
ENSG00000120896,ENSG00000120896.14,ENST00000240123,ENST00000240123.12,CCDS6031
ENSG00000162702,ENSG00000162702.8,ENST00000367352,ENST00000367352.3,CCDS60384
ENSG00000182901,ENSG00000182901.17,ENST00000366564,ENST00000366564.5,CCDS60458
ENSG00000162409,ENSG00000162409.11,ENST00000371244,ENST00000371244.9,CCDS605
ENSG00000165309,ENSG00000165309.14,ENST00000409983,ENST00000409983.7,CCDS60500
ENSG00000120549,ENSG00000120549.18,ENST00000307544,ENST00000307544.10,CCDS60504
ENSG00000120549,ENSG00000120549.18,ENST00000396446,ENST00000396446.5,CCDS60505
ENSG00000197265,ENSG00000197265.9,ENST00000355904,ENST00000355904.9,CCDS6078
ENSG00000137693,ENSG00000137693.14,ENST00000537274,ENST00000537274.5,CCDS60944
ENSG00000137693,ENSG00000137693.14,ENST00000629586,ENST00000629586.2,CCDS60945
ENSG00000169490,ENSG00000169490.17,ENST00000456397,ENST00000456397.7,CCDS6111
ENSG00000083168,ENSG00000083168.11,ENST00000265713,ENST00000265713.8,CCDS6124
ENSG00000083168,ENSG00000083168.11,ENST00000396930,ENST00000396930.4,CCDS6124
ENSG00000147432,ENSG00000147432.7,ENST00000289957,ENST00000289957.3,CCDS6134
ENSG00000131931,ENSG00000131931.8,ENST00000345117,ENST00000345117.2,CCDS6137
ENSG00000021645,ENSG00000021645.20,ENST00000557594,ENST00000557594.5,CCDS61515
ENSG00000137563,ENSG00000137563.13,ENST00000260118,ENST00000260118.7,CCDS6177
ENSG00000076641,ENSG00000076641.4,ENST00000220597,ENST00000220597.4,CCDS6227
ENSG00000104231,ENSG00000104231.11,ENST00000220669,ENST00000220669.10,CCDS6232
ENSG00000147614,ENSG00000147614.4,ENST00000285393,ENST00000285393.4,CCDS6241
ENSG00000155100,ENSG00000155100.11,ENST00000285420,ENST00000285420.8,CCDS6253
ENSG00000155100,ENSG00000155100.11,ENST00000617869,ENST00000617869.4,CCDS6253
ENSG00000188321,ENSG00000188321.14,ENST00000587557,ENST00000587557.5,CCDS62531
ENSG00000104915,ENSG00000104915.15,ENST00000343587,ENST00000343587.9,CCDS62571
ENSG00000213096,ENSG00000213096.11,ENST00000339642,ENST00000339642.10,CCDS62622
ENSG00000213096,ENSG00000213096.11,ENST00000616028,ENST00000616028.2,CCDS62623
ENSG00000164938,ENSG00000164938.14,ENST00000342697,ENST00000342697.5,CCDS6265
ENSG00000243137,ENSG00000243137.8,ENST00000433626,ENST00000433626.6,CCDS62695
ENSG00000104859,ENSG00000104859.15,ENST00000391953,ENST00000391953.8,CCDS62710
ENSG00000104341,ENSG00000104341.17,ENST00000445593,ENST00000445593.6,CCDS6275
ENSG00000104341,ENSG00000104341.17,ENST00000619747,ENST00000619747.1,CCDS6275
ENSG00000005436,ENSG00000005436.14,ENST00000470503,ENST00000470503.1,CCDS62943
ENSG00000147650,ENSG00000147650.12,ENST00000276654,ENST00000276654.10,CCDS6303
ENSG00000174429,ENSG00000174429.4,ENST00000311955,ENST00000311955.4,CCDS6305
ENSG00000152760,ENSG00000152760.10,ENST00000282670,ENST00000282670.7,CCDS633
ENSG00000170364,ENSG00000170364.12,ENST00000430981,ENST00000430981.1,CCDS63528
ENSG00000163508,ENSG00000163508.13,ENST00000461503,ENST00000461503.2,CCDS63584
ENSG00000163508,ENSG00000163508.13,ENST00000449599,ENST00000449599.4,CCDS63585
ENSG00000155926,ENSG00000155926.14,ENST00000338087,ENST00000338087.10,CCDS6370
ENSG00000114439,ENSG00000114439.19,ENST00000416476,ENST00000416476.6,CCDS63712
ENSG00000144827,ENSG00000144827.9,ENST00000494817,ENST00000494817.1,CCDS63718
ENSG00000171503,ENSG00000171503.13,ENST00000307738,ENST00000307738.5,CCDS64090
ENSG00000113593,ENSG00000113593.12,ENST00000535264,ENST00000535264.5,CCDS64161
ENSG00000113593,ENSG00000113593.12,ENST00000538977,ENST00000538977.5,CCDS64162
ENSG00000147853,ENSG00000147853.17,ENST00000381809,ENST00000381809.8,CCDS6455
ENSG00000169919,ENSG00000169919.17,ENST00000421103,ENST00000421103.5,CCDS64665
ENSG00000158560,ENSG00000158560.14,ENST00000630942,ENST00000630942.2,CCDS64719
ENSG00000021461,ENSG00000021461.17,ENST00000417625,ENST00000417625.5,CCDS64723
ENSG00000105879,ENSG00000105879.12,ENST00000222597,ENST00000222597.6,CCDS64754
ENSG00000176406,ENSG00000176406.23,ENST00000262231,ENST00000262231.14,CCDS64948
ENSG00000176406,ENSG00000176406.23,ENST00000339750,ENST00000339750.3,CCDS64949
ENSG00000171855,ENSG00000171855.7,ENST00000380232,ENST00000380232.4,CCDS6495
ENSG00000155926,ENSG00000155926.14,ENST00000524345,ENST00000524345.5,CCDS64977
ENSG00000155926,ENSG00000155926.14,ENST00000517648,ENST00000517648.5,CCDS64978
ENSG00000099810,ENSG00000099810.21,ENST00000644715,ENST00000644715.2,CCDS6509
ENSG00000137054,ENSG00000137054.16,ENST00000377798,ENST00000377798.9,CCDS6611
ENSG00000107282,ENSG00000107282.8,ENST00000265381,ENST00000265381.7,CCDS6630
ENSG00000111731,ENSG00000111731.13,ENST00000446597,ENST00000446597.6,CCDS66337
ENSG00000111731,ENSG00000111731.13,ENST00000542676,ENST00000542676.5,CCDS66337
ENSG00000111731,ENSG00000111731.13,ENST00000396028,ENST00000396028.6,CCDS66338
ENSG00000111731,ENSG00000111731.13,ENST00000545552,ENST00000545552.5,CCDS66339
ENSG00000111731,ENSG00000111731.13,ENST00000536386,ENST00000536386.5,CCDS66340
ENSG00000162623,ENSG00000162623.16,ENST00000370867,ENST00000370867.8,CCDS666
ENSG00000128463,ENSG00000128463.13,ENST00000249209,ENST00000249209.8,CCDS66732
ENSG00000063854,ENSG00000063854.13,ENST00000455446,ENST00000455446.6,CCDS66900
ENSG00000119523,ENSG00000119523.10,ENST00000476832,ENST00000476832.2,CCDS6739
ENSG00000181626,ENSG00000181626.12,ENST00000587848,ENST00000587848.3,CCDS67439
ENSG00000148123,ENSG00000148123.15,ENST00000374874,ENST00000374874.8,CCDS6751
ENSG00000148123,ENSG00000148123.15,ENST00000395056,ENST00000395056.2,CCDS6751
ENSG00000136897,ENSG00000136897.8,ENST00000374865,ENST00000374865.5,CCDS6753
ENSG00000106701,ENSG00000106701.13,ENST00000469022,ENST00000469022.5,CCDS6764
ENSG00000106701,ENSG00000106701.13,ENST00000484973,ENST00000484973.5,CCDS6765
ENSG00000181634,ENSG00000181634.8,ENST00000374045,ENST00000374045.5,CCDS6809
ENSG00000106689,ENSG00000106689.11,ENST00000373615,ENST00000373615.9,CCDS6853
ENSG00000137959,ENSG00000137959.17,ENST00000370751,ENST00000370751.10,CCDS687
ENSG00000117114,ENSG00000117114.20,ENST00000359929,ENST00000359929.7,CCDS689
ENSG00000117114,ENSG00000117114.20,ENST00000319517,ENST00000319517.10,CCDS689
ENSG00000117114,ENSG00000117114.20,ENST00000674393,ENST00000674393.1,CCDS689
ENSG00000112337,ENSG00000112337.11,ENST00000377850,ENST00000377850.8,CCDS69060
ENSG00000172594,ENSG00000172594.13,ENST00000539041,ENST00000539041.5,CCDS69190
ENSG00000136827,ENSG00000136827.12,ENST00000351698,ENST00000351698.5,CCDS6930
ENSG00000155100,ENSG00000155100.11,ENST00000615618,ENST00000615618.1,CCDS69513
ENSG00000148297,ENSG00000148297.16,ENST00000610888,ENST00000610888.4,CCDS6964
ENSG00000148297,ENSG00000148297.16,ENST00000614493,ENST00000614493.4,CCDS6964
ENSG00000119403,ENSG00000119403.15,ENST00000419155,ENST00000419155.5,CCDS69648
ENSG00000117151,ENSG00000117151.13,ENST00000370630,ENST00000370630.6,CCDS698
ENSG00000117155,ENSG00000117155.17,ENST00000342203,ENST00000342203.8,CCDS699
ENSG00000196372,ENSG00000196372.13,ENST00000357700,ENST00000357700.11,CCDS7070
ENSG00000152455,ENSG00000152455.16,ENST00000313519,ENST00000313519.9,CCDS7104
ENSG00000153936,ENSG00000153936.17,ENST00000370550,ENST00000370550.10,CCDS711
ENSG00000165995,ENSG00000165995.22,ENST00000324631,ENST00000324631.13,CCDS7125
ENSG00000165995,ENSG00000165995.22,ENST00000352115,ENST00000352115.10,CCDS7126
ENSG00000165995,ENSG00000165995.22,ENST00000282343,ENST00000282343.13,CCDS7127
ENSG00000165995,ENSG00000165995.22,ENST00000396576,ENST00000396576.6,CCDS7128
ENSG00000165995,ENSG00000165995.22,ENST00000377315,ENST00000377315.5,CCDS7129
ENSG00000165309,ENSG00000165309.14,ENST00000298032,ENST00000298032.10,CCDS7142
ENSG00000150054,ENSG00000150054.19,ENST00000375732,ENST00000375732.5,CCDS7158
ENSG00000150054,ENSG00000150054.19,ENST00000375719,ENST00000375719.7,CCDS7158
ENSG00000150054,ENSG00000150054.19,ENST00000337532,ENST00000337532.9,CCDS7158
ENSG00000150054,ENSG00000150054.19,ENST00000683449,ENST00000683449.1,CCDS7158
ENSG00000095794,ENSG00000095794.19,ENST00000345491,ENST00000345491.7,CCDS7180
ENSG00000095794,ENSG00000095794.19,ENST00000348787,ENST00000348787.6,CCDS7183
ENSG00000095794,ENSG00000095794.19,ENST00000374728,ENST00000374728.7,CCDS7183
ENSG00000095794,ENSG00000095794.19,ENST00000361599,ENST00000361599.8,CCDS7185
ENSG00000095794,ENSG00000095794.19,ENST00000342105,ENST00000342105.7,CCDS7186
ENSG00000154451,ENSG00000154451.14,ENST00000370459,ENST00000370459.7,CCDS722
ENSG00000284733,ENSG00000284733.2,ENST00000426406,ENST00000426406.4,CCDS72675
ENSG00000123473,ENSG00000123473.17,ENST00000396221,ENST00000396221.6,CCDS72785
ENSG00000123473,ENSG00000123473.17,ENST00000337817,ENST00000337817.10,CCDS72786
ENSG00000123473,ENSG00000123473.17,ENST00000682977,ENST00000682977.1,CCDS72786
ENSG00000198715,ENSG00000198715.13,ENST00000612353,ENST00000612353.4,CCDS72949
ENSG00000117477,ENSG00000117477.12,ENST00000367806,ENST00000367806.7,CCDS72979
ENSG00000118200,ENSG00000118200.14,ENST00000236925,ENST00000236925.8,CCDS72998
ENSG00000118200,ENSG00000118200.14,ENST00000413307,ENST00000413307.6,CCDS72999
ENSG00000009790,ENSG00000009790.15,ENST00000367023,ENST00000367023.5,CCDS73023
ENSG00000165309,ENSG00000165309.14,ENST00000376528,ENST00000376528.8,CCDS73073
ENSG00000204179,ENSG00000204179.11,ENST00000509774,ENST00000509774.5,CCDS73106
ENSG00000204179,ENSG00000204179.11,ENST00000503851,ENST00000503851.5,CCDS73108
ENSG00000204179,ENSG00000204179.11,ENST00000374346,ENST00000374346.7,CCDS73111
ENSG00000204179,ENSG00000204179.11,ENST00000509599,ENST00000509599.5,CCDS73111
ENSG00000204179,ENSG00000204179.11,ENST00000509900,ENST00000509900.5,CCDS73115
ENSG00000204179,ENSG00000204179.11,ENST00000508602,ENST00000508602.5,CCDS73115
ENSG00000204179,ENSG00000204179.11,ENST00000395725,ENST00000395725.7,CCDS73115
ENSG00000204179,ENSG00000204179.11,ENST00000374342,ENST00000374342.6,CCDS73116
ENSG00000204179,ENSG00000204179.11,ENST00000395722,ENST00000395722.7,CCDS73116
ENSG00000204179,ENSG00000204179.11,ENST00000513159,ENST00000513159.5,CCDS73116
ENSG00000204179,ENSG00000204179.11,ENST00000508715,ENST00000508715.5,CCDS73116
ENSG00000204179,ENSG00000204179.11,ENST00000513756,ENST00000513756.5,CCDS73116
ENSG00000150275,ENSG00000150275.20,ENST00000613657,ENST00000613657.5,CCDS73138
ENSG00000148737,ENSG00000148737.17,ENST00000534894,ENST00000534894.5,CCDS73198
ENSG00000187164,ENSG00000187164.20,ENST00000392903,ENST00000392903.3,CCDS73208
ENSG00000151116,ENSG00000151116.17,ENST00000300038,ENST00000300038.7,CCDS73266
ENSG00000019485,ENSG00000019485.14,ENST00000683152,ENST00000683152.1,CCDS73277
ENSG00000019485,ENSG00000019485.14,ENST00000622142,ENST00000622142.5,CCDS73277
ENSG00000172586,ENSG00000172586.8,ENST00000372833,ENST00000372833.6,CCDS7334
ENSG00000137693,ENSG00000137693.14,ENST00000615667,ENST00000615667.4,CCDS73373
ENSG00000137693,ENSG00000137693.14,ENST00000345877,ENST00000345877.6,CCDS73374
ENSG00000154133,ENSG00000154133.15,ENST00000533054,ENST00000533054.5,CCDS73409
ENSG00000003056,ENSG00000003056.8,ENST00000536844,ENST00000536844.5,CCDS73440
ENSG00000136003,ENSG00000136003.16,ENST00000431221,ENST00000431221.6,CCDS73518
ENSG00000196387,ENSG00000196387.10,ENST00000544426,ENST00000544426.5,CCDS73550
ENSG00000185880,ENSG00000185880.13,ENST00000560442,ENST00000560442.5,CCDS73719
ENSG00000148600,ENSG00000148600.15,ENST00000623527,ENST00000623527.4,CCDS7372
ENSG00000140600,ENSG00000140600.17,ENST00000324537,ENST00000324537.5,CCDS73772
ENSG00000122484,ENSG00000122484.9,ENST00000610020,ENST00000610020.2,CCDS740
ENSG00000141428,ENSG00000141428.17,ENST00000618334,ENST00000618334.1,CCDS74212
ENSG00000099622,ENSG00000099622.14,ENST00000591935,ENST00000591935.5,CCDS74244
ENSG00000099622,ENSG00000099622.14,ENST00000585913,ENST00000585913.5,CCDS74244
ENSG00000099622,ENSG00000099622.14,ENST00000586773,ENST00000586773.5,CCDS74244
ENSG00000099622,ENSG00000099622.14,ENST00000586636,ENST00000586636.5,CCDS74244
ENSG00000099622,ENSG00000099622.14,ENST00000589235,ENST00000589235.5,CCDS74244
ENSG00000213096,ENSG00000213096.11,ENST00000613065,ENST00000613065.4,CCDS74323
ENSG00000213096,ENSG00000213096.11,ENST00000611359,ENST00000611359.3,CCDS74324
ENSG00000135974,ENSG00000135974.10,ENST00000410049,ENST00000410049.1,CCDS74550
ENSG00000244687,ENSG00000244687.12,ENST00000625172,ENST00000625172.3,CCDS74740
ENSG00000244687,ENSG00000244687.12,ENST00000557021,ENST00000557021.5,CCDS74740
ENSG00000244687,ENSG00000244687.12,ENST00000617119,ENST00000617119.4,CCDS74740
ENSG00000185917,ENSG00000185917.14,ENST00000399212,ENST00000399212.5,CCDS74792
ENSG00000095485,ENSG00000095485.18,ENST00000354105,ENST00000354105.10,CCDS7489
ENSG00000173230,ENSG00000173230.15,ENST00000614479,ENST00000614479.4,CCDS74989
ENSG00000075891,ENSG00000075891.23,ENST00000370296,ENST00000370296.6,CCDS7499
ENSG00000055950,ENSG00000055950.16,ENST00000342071,ENST00000342071.5,CCDS7504
